time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1720064703.85605788,0.02326031,0.00447536,0.00000305,10156.00000000,0.02481221,0.000000,0.000000
1720064703.95588803,0.02324083,0.00361214,0.00000315,10170.00000000,0.02170116,0.000000,0.000000
1720064704.05611563,0.02325074,0.00324109,0.00000339,10156.00000000,0.02404425,0.000000,0.000000
1720064704.15594316,0.02323257,0.00343391,0.00000307,10118.00000000,0.02176042,0.000000,0.000000
1720064704.25577998,0.02320239,0.00338545,0.00000292,10015.00000000,0.02072737,0.000000,0.000000
1720064704.35642791,0.02321790,0.00361193,0.00000345,10004.00000000,0.02450588,0.000000,0.000000
1720064704.45627522,0.02320945,0.00331435,0.00000315,10033.00000000,0.02249966,0.000000,0.000000
1720064704.55611062,0.02321854,0.00436337,0.00000334,10069.00000000,0.02399074,0.000000,0.000000
1720064704.65596652,0.02320381,0.00335777,0.00000309,10098.00000000,0.02193744,0.000000,0.000000
1720064704.75581861,0.02323110,0.00356312,0.00000366,10059.00000000,0.02560503,0.000000,0.000000
1720064704.85644698,0.02325108,0.00366992,0.00000318,10098.00000000,0.02500962,0.000000,0.000000
1720064704.95629382,0.02328246,0.00430153,0.00000356,10118.00000000,0.02607453,0.000000,0.000000
1720064705.05613804,0.02328910,0.00317243,0.00000346,10181.00000000,0.02388736,0.000000,0.000000
1720064705.15597224,0.02331160,0.00432588,0.00000331,10219.00000000,0.02535898,0.000000,0.000000
1720064705.25581026,0.02330742,0.00326069,0.00000315,10274.00000000,0.02292269,0.000000,0.000000
1720064705.35644627,0.02331034,0.00413885,0.00000335,10318.00000000,0.02358179,0.000000,0.000000
1720064705.45629740,0.02334587,0.00505615,0.00000339,10340.00000000,0.02668578,0.000000,0.000000
1720064705.55612922,0.02333795,0.00367352,0.00000291,10237.00000000,0.02258516,0.000000,0.000000
1720064705.65597343,0.02333967,0.00434407,0.00000333,10251.00000000,0.02350505,0.000000,0.000000
1720064705.75581455,0.02333044,0.00442608,0.00000293,10296.00000000,0.02243557,0.000000,0.000000
1720064705.85605621,0.02338705,0.00351090,0.00000368,10319.00000000,0.02893413,0.000000,0.000000
1720064705.95589566,0.02340076,0.00461456,0.00000320,10374.00000000,0.02475813,0.000000,0.000000
1720064706.05573606,0.02339706,0.00461486,0.00000319,10431.00000000,0.02302742,0.000000,0.000000
1720064706.15637350,0.02337439,0.00318031,0.00000314,10444.00000000,0.02108468,0.000000,0.000000
1720064706.25620866,0.02339248,0.00472115,0.00000333,10440.00000000,0.02523810,0.000000,0.000000
1720064706.35603952,0.02341935,0.00313081,0.00000281,10376.00000000,0.02618636,0.000000,0.000000
1720064706.45588446,0.02344161,0.00454846,0.00000345,10478.00000000,0.02575708,0.000000,0.000000
1720064706.55611134,0.02343779,0.00433122,0.00000346,10493.00000000,0.02303676,0.000000,0.000000
1720064706.65595913,0.02342171,0.00417109,0.00000321,10562.00000000,0.02171688,0.000000,0.000000
1720064706.75578737,0.02344154,0.00418555,0.00000359,10612.00000000,0.02556355,0.000000,0.000000
1720064706.85642076,0.02341519,0.00352516,0.00000305,10659.00000000,0.02056942,0.000000,0.000000
1720064706.95624685,0.02341179,0.00361377,0.00000352,10579.00000000,0.02304096,0.000000,0.000000
1720064707.05607867,0.02341011,0.00441352,0.00000344,10650.00000000,0.02322523,0.000000,0.000000
1720064707.15591145,0.02342262,0.00436385,0.00000343,10667.00000000,0.02481086,0.000000,0.000000
1720064707.25573897,0.02339257,0.00323489,0.00000316,10754.00000000,0.02002800,0.000000,0.000000
1720064707.35637426,0.02338403,0.00430157,0.00000350,10827.00000000,0.02241854,0.000000,0.000000
1720064707.45621681,0.02336879,0.00319802,0.00000361,10824.00000000,0.02163117,0.000000,0.000000
1720064707.55604935,0.02338428,0.00421084,0.00000406,10805.00000000,0.02516536,0.000000,0.000000
1720064707.65589523,0.02338759,0.00450129,0.00000359,10838.00000000,0.02377210,0.000000,0.000000
1720064707.75574231,0.02336978,0.00340946,0.00000326,10902.00000000,0.02128613,0.000000,0.000000
1720064707.85638070,0.02337118,0.00334623,0.00000342,10733.00000000,0.02353569,0.000000,0.000000
1720064707.95621896,0.02340682,0.00503816,0.00000443,10833.00000000,0.02764858,0.000000,0.000000
1720064708.05605626,0.02340815,0.00367313,0.00000379,10976.00000000,0.02356711,0.000000,0.000000
1720064708.15588784,0.02339061,0.00391861,0.00000355,11062.00000000,0.02126862,0.000000,0.000000
1720064708.25612092,0.02337437,0.00330799,0.00000364,11129.00000000,0.02139274,0.000000,0.000000
1720064708.35595250,0.02338587,0.00397255,0.00000377,11136.00000000,0.02480111,0.000000,0.000000
1720064708.45579004,0.02335682,0.00275889,0.00000333,11172.00000000,0.01975478,0.000000,0.000000
1720064708.55642629,0.02333117,0.00271741,0.00000340,11181.00000000,0.02012411,0.000000,0.000000
1720064708.65625429,0.02330945,0.00415385,0.00000330,11156.00000000,0.02057373,0.000000,0.000000
1720064708.75610471,0.02329699,0.00298383,0.00000391,11178.00000000,0.02171353,0.000000,0.000000
1720064708.85594773,0.02330769,0.00401152,0.00000421,11229.00000000,0.02467734,0.000000,0.000000
1720064708.95578122,0.02328328,0.00257218,0.00000384,11205.00000000,0.02013536,0.000000,0.000000
1720064709.05641150,0.02326224,0.00349043,0.00000375,11240.00000000,0.02052637,0.000000,0.000000
1720064709.15625310,0.02323135,0.00287024,0.00000334,11289.00000000,0.01918434,0.000000,0.000000
1720064709.25608826,0.02319773,0.00282645,0.00000340,11265.00000000,0.01876037,0.000000,0.000000
1720064709.35592437,0.02319439,0.00295255,0.00000340,11257.00000000,0.02274972,0.000000,0.000000
1720064709.45575976,0.02315075,0.00272225,0.00000325,11292.00000000,0.01730332,0.000000,0.000000
1720064709.55640244,0.02310852,0.00263581,0.00000356,11309.00000000,0.01740736,0.000000,0.000000
1720064709.65623593,0.02307518,0.00363578,0.00000329,11326.00000000,0.01854159,0.000000,0.000000
1720064709.75607896,0.02303353,0.00310275,0.00000346,11389.00000000,0.01732756,0.000000,0.000000
1720064709.85590386,0.02302808,0.00327826,0.00000398,11455.00000000,0.02227605,0.000000,0.000000
1720064709.95574927,0.02299093,0.00240314,0.00000333,11461.00000000,0.01782645,0.000000,0.000000
1720064710.05637980,0.02295196,0.00242060,0.00000375,11469.00000000,0.01749677,0.000000,0.000000
1720064710.15621352,0.02292451,0.00258856,0.00000384,11488.00000000,0.01905335,0.000000,0.000000
1720064710.25606966,0.02286882,0.00226808,0.00000288,11463.00000000,0.01496140,0.000000,0.000000
1720064710.35592675,0.02284793,0.00222015,0.00000402,11459.00000000,0.01985981,0.000000,0.000000
1720064710.45576215,0.02281674,0.00295395,0.00000378,11486.00000000,0.01832664,0.000000,0.000000
1720064710.55641699,0.02279549,0.00302802,0.00000366,11526.00000000,0.01971374,0.000000,0.000000
1720064710.65625310,0.02277680,0.00292895,0.00000388,11537.00000000,0.02004775,0.000000,0.000000
1720064710.75608516,0.02276624,0.00363900,0.00000408,11546.00000000,0.02121353,0.000000,0.000000
1720064710.85592866,0.02275205,0.00312435,0.00000424,11661.00000000,0.02065260,0.000000,0.000000
1720064710.95576453,0.02272232,0.00245735,0.00000375,11705.00000000,0.01829287,0.000000,0.000000
1720064711.05641556,0.02271065,0.00348853,0.00000404,11748.00000000,0.02095928,0.000000,0.000000
1720064711.15624809,0.02268750,0.00242266,0.00000397,11780.00000000,0.01919288,0.000000,0.000000
1720064711.25608253,0.02264531,0.00227831,0.00000338,11820.00000000,0.01623217,0.000000,0.000000
